[00:00:00.000 --> 00:00:00.360]   Música
[00:55:15.400 --> 00:55:16.400]   Não vai ter um alívio super.
[00:55:16.400 --> 00:55:17.400]   Não vai ter um alívio super.
[00:55:17.400 --> 00:55:18.400]   Não vai ter um alívio super.
[00:55:18.400 --> 00:55:19.400]   Não vai ter um alívio super.
[00:55:19.400 --> 00:55:20.400]   Não vai ter um alívio super.
[00:55:20.400 --> 00:55:21.400]   Não vai ter um alívio super.
[00:55:21.400 --> 00:55:22.400]   Não vai ter um alívio super.
[00:55:22.400 --> 00:55:23.400]   Não vai ter um alívio super.
[00:55:23.400 --> 00:55:24.400]   Não vai ter um alívio super.
[00:55:24.400 --> 00:55:25.400]   Não vai ter um alívio super.
[00:55:25.400 --> 00:55:26.400]   Não vai ter um alívio super.
[00:55:26.400 --> 00:55:27.400]   Não vai ter um alívio super.
[00:55:27.400 --> 00:55:28.400]   Não vai ter um alívio super.
[00:55:28.400 --> 00:55:29.400]   Não vai ter um alívio super.
[00:55:29.400 --> 00:55:30.400]   Não vai ter um alívio super.
[00:55:30.400 --> 00:55:31.400]   Não vai ter um alívio super.
[00:55:31.400 --> 00:55:32.400]   Não vai ter um alívio super.
[00:55:32.400 --> 00:55:33.400]   Não vai ter um alívio super.
[00:55:33.400 --> 00:55:34.400]   Não vai ter um alívio super.
[00:55:34.400 --> 00:55:35.400]   Não vai ter um alívio super.
[00:55:35.400 --> 00:55:36.400]   Não vai ter um alívio super.
[00:55:36.400 --> 00:55:37.400]   Não vai ter um alívio super.
[00:55:37.400 --> 00:55:38.400]   Não vai ter um alívio super.
[00:55:38.400 --> 00:55:39.400]   Um alívio super.
[00:55:39.400 --> 00:55:40.400]   Não vai ter um alívio super.
[00:55:40.400 --> 00:55:41.400]   Não vai ter um alívio super.
[00:55:41.400 --> 00:55:42.400]   Não vai ter um alívio super.
[00:55:42.400 --> 00:55:43.400]   Não vai ter um alívio super.
[00:55:43.400 --> 00:55:44.400]   Não vai ter um alívio super.
[00:55:44.400 --> 00:55:45.400]   Não vai ter um alívio super.
[00:55:45.400 --> 00:55:46.400]   Não vai ter um alívio super.
[00:55:46.400 --> 00:55:47.400]   Não vai ter um alívio super.
[00:55:47.400 --> 00:55:48.400]   Não vai ter um alívio super.
[00:55:48.400 --> 00:55:49.400]   Não vai ter um alívio super.
[00:55:49.400 --> 00:55:50.400]   Não vai ter um alívio super.
[00:55:50.400 --> 00:55:51.400]   Não vai ter um alívio super.
[00:55:51.400 --> 00:55:52.400]   Não vai ter um alívio super.
[00:55:52.400 --> 00:55:53.400]   Não vai ter um alívio super.
[00:55:53.400 --> 00:55:54.400]   Não vai ter um alívio super.
[00:55:54.400 --> 00:55:55.400]   E não vai ter um alívio super.
[00:55:55.400 --> 00:55:56.400]   Não vai ter um alívio super.
[00:55:56.400 --> 00:55:57.400]   Não vai ter um alívio super.
[00:55:57.400 --> 00:55:58.400]   Não vai ter um alívio super.
[00:55:58.400 --> 00:55:59.400]   Não vai ter um alívio super.
[00:55:59.400 --> 00:56:00.400]   Não vai ter um alívio super.
[00:56:00.400 --> 00:56:01.400]   Não vai ter um alívio super.
[00:56:01.400 --> 00:56:02.400]   Não vai ter um alívio super.
[00:56:02.400 --> 00:56:03.400]   Não vai ter um alívio super.
[00:56:03.400 --> 00:56:04.400]   Não vai ter um alívio super.
[00:56:04.400 --> 00:56:05.400]   Não vai ter um alívio super.
[00:56:05.400 --> 00:56:06.400]   Não vai ter um alívio super.
[00:56:06.400 --> 00:56:07.400]   Não vai ter um alívio super.
[00:56:07.400 --> 00:56:08.400]   Não vai ter um alívio super.
[00:56:08.400 --> 00:56:09.400]   Não vai ter um alívio super.
[00:56:09.400 --> 00:56:10.400]   Não vai ter um alívio super.
[00:56:10.400 --> 00:56:11.400]   Não vai ter um alívio super.
[00:56:11.400 --> 00:56:12.400]   Não vai ter um alívio super.
[00:56:12.400 --> 00:56:13.400]   Não vai ter um alívio super.
[00:56:13.400 --> 00:56:14.400]   Não vai ter um alívio super.
[00:56:14.400 --> 00:56:15.400]   Não vai ter um alívio super.
[00:56:15.400 --> 00:56:16.400]   Não vai ter um alívio super.
[00:56:16.400 --> 00:56:17.400]   Não vai ter um alívio super.
[00:56:17.400 --> 00:56:18.400]   Não vai ter um alívio super.
[00:56:18.400 --> 00:56:19.400]   Não vai ter um alívio super.
[00:56:19.400 --> 00:56:20.400]   Não vai ter um alívio super.
[00:56:20.400 --> 00:56:21.400]   Não vai ter um alívio super.
[00:56:21.400 --> 00:56:22.400]   Não vai ter um alívio super.
[00:56:22.400 --> 00:56:23.400]   Não vai ter um alívio super.
[00:56:23.400 --> 00:56:24.400]   Não vai ter um alívio super.
[00:56:24.400 --> 00:56:25.400]   Não vai ter um alívio super.
[00:56:25.400 --> 00:56:26.400]   Não vai ter um alívio super.
[00:56:26.400 --> 00:56:27.400]   Não vai ter um alívio super.
[00:56:27.400 --> 00:56:28.400]   Não vai ter um alívio super.
[00:56:28.400 --> 00:56:29.400]   Não vai ter um alívio super.
[00:56:29.400 --> 00:56:30.400]   Não vai ter um alívio super.
[00:56:30.400 --> 00:56:31.400]   Não vai ter um alívio super.
[00:56:31.400 --> 00:56:32.400]   Não vai ter um alívio super.
[00:56:32.400 --> 00:56:33.400]   Não vai ter um alívio super.
[00:56:33.400 --> 00:56:34.400]   Não vai ter um alívio super.
[00:56:34.400 --> 00:56:35.400]   Não vai ter um alívio super.
[00:56:35.400 --> 00:56:36.400]   Não vai ter um alívio super.
[00:56:36.400 --> 00:56:37.400]   Não vai ter um alívio super.
[00:56:37.400 --> 00:56:38.400]   Não vai ter um alívio super.
[00:56:38.400 --> 00:56:39.400]   Não vai ter um alívio super.
[00:56:39.400 --> 00:56:40.400]   Não vai ter um alívio super.
[00:56:40.400 --> 00:56:41.400]   Não vai ter um alívio super.
[00:56:41.400 --> 00:56:42.400]   Não vai ter um alívio super.
[00:56:42.400 --> 00:56:43.400]   Não vai ter um alívio super.
[00:56:43.400 --> 00:56:44.400]   Não vai ter um alívio super.
[00:56:44.400 --> 00:56:45.400]   Não vai ter um alívio super.
[00:56:45.400 --> 00:56:46.400]   Não vai ter um alívio super.
[00:56:46.400 --> 00:56:47.400]   Não vai ter um alívio super.
[00:56:47.400 --> 00:56:48.400]   Não vai ter um alívio super.
[00:56:48.400 --> 00:56:49.400]   Não vai ter um alívio super.
[00:56:49.400 --> 00:56:50.400]   Não vai ter um alívio super.
[00:56:50.400 --> 00:56:51.400]   Não vai ter um alívio super.
[00:56:51.400 --> 00:56:52.400]   Não vai ter um alívio super.
[00:56:52.400 --> 00:56:53.400]   Não vai ter um alívio super.
[00:56:53.400 --> 00:56:54.400]   Não vai ter um alívio super.
[00:56:54.400 --> 00:56:55.400]   Não vai ter um alívio super.
[00:56:55.400 --> 00:56:56.400]   Não vai ter um alívio super.
[00:56:56.400 --> 00:56:57.400]   Não vai ter um alívio super.
[00:56:57.400 --> 00:56:58.400]   Não vai ter um alívio super.
[00:56:58.400 --> 00:56:59.400]   Não vai ter um alívio super.
[00:56:59.400 --> 00:57:00.400]   Não vai ter um alívio super.
[00:57:00.400 --> 00:57:01.400]   Não vai ter um alívio super.
[00:57:01.400 --> 00:57:02.400]   Não vai ter um alívio super.
[00:57:02.400 --> 00:57:03.400]   Não vai ter um alívio super.
[00:57:03.400 --> 00:57:04.400]   Não vai ter um alívio super.
[00:57:04.400 --> 00:57:05.400]   Não vai ter um alívio super.
[00:57:05.400 --> 00:57:06.400]   Não vai ter um alívio super.
[00:57:06.400 --> 00:57:07.400]   Não vai ter um alívio super.
[00:57:07.400 --> 00:57:08.400]   Não vai ter um alívio super.
[00:57:08.400 --> 00:57:09.400]   Não vai ter um alívio super.
[00:57:09.400 --> 00:57:10.400]   Não vai ter um alívio super.
[00:57:10.400 --> 00:57:11.400]   Não vai ter um alívio super.
[00:57:11.400 --> 00:57:12.400]   Não vai ter um alívio super.
[00:57:12.400 --> 00:57:13.400]   Não vai ter um alívio super.
[00:57:13.400 --> 00:57:14.400]   Não vai ter um alívio super.
[00:57:14.400 --> 00:57:15.400]   Não vai ter um alívio super.
[00:57:15.400 --> 00:57:16.400]   Não vai ter um alívio super.
[00:57:16.400 --> 00:57:17.400]   Não vai ter um alívio super.
[00:57:17.400 --> 00:57:18.400]   Não vai ter um alívio super.
[00:57:18.400 --> 00:57:19.400]   Não vai ter um alívio super.
[00:57:19.400 --> 00:57:20.400]   Não vai ter um alívio super.
[00:57:20.400 --> 00:57:21.400]   Não vai ter um alívio super.
[00:57:21.400 --> 00:57:22.400]   Não vai ter um alívio super.
[00:57:22.400 --> 00:57:23.400]   Não vai ter um alívio super.
[00:57:23.400 --> 00:57:24.400]   Não vai ter um alívio super.
[00:57:24.400 --> 00:57:25.400]   Não vai ter um alívio super.
[00:57:25.400 --> 00:57:26.400]   Não vai ter um alívio super.
[00:57:26.400 --> 00:57:27.400]   Não vai ter um alívio super.
[00:57:27.400 --> 00:57:28.400]   Não vai ter um alívio super.
[00:57:28.400 --> 00:57:29.400]   Não vai ter um alívio super.
[00:57:29.400 --> 00:57:30.400]   Não vai ter um alívio super.
[00:57:30.400 --> 00:57:31.400]   Não vai ter um alívio super.
[00:57:31.400 --> 00:57:33.400]   Não vai ter um alívio super.
[00:57:33.400 --> 00:57:34.400]   Não vai ter um alívio super.
[00:57:34.400 --> 00:57:35.400]   Não vai ter um alívio super.
[00:57:35.400 --> 00:57:36.400]   Não vai ter um alívio super.
[00:57:36.400 --> 00:57:37.400]   Não vai ter um alívio super.
[00:57:37.400 --> 00:57:38.400]   Não vai ter um alívio super.
[00:57:38.400 --> 00:57:39.400]   Não vai ter um alívio super.
[00:57:39.400 --> 00:57:40.400]   Não vai ter um alívio super.
[00:57:40.400 --> 00:57:41.400]   Não vai ter um alívio super.
[00:57:41.400 --> 00:57:42.400]   Não vai ter um alívio super.
[00:57:42.400 --> 00:57:43.400]   Não vai ter um alívio super.
[00:57:43.400 --> 00:57:44.400]   Não vai ter um alívio super.
[00:57:44.400 --> 00:57:45.400]   Não vai ter um alívio super.
[00:57:45.400 --> 00:57:46.400]   Não vai ter um alívio super.
[00:57:46.400 --> 00:57:47.400]   Não vai ter um alívio super.
[00:57:47.400 --> 00:57:48.400]   Não vai ter um alívio super.
[00:57:48.400 --> 00:57:49.400]   Não vai ter um alívio super.
[00:57:49.400 --> 00:57:50.400]   Não vai ter um alívio super.
[00:57:50.400 --> 00:57:51.400]   Não vai ter um alívio super.
[00:57:51.400 --> 00:57:52.400]   Não vai ter um alívio super.
[00:57:52.400 --> 00:57:53.400]   Não vai ter um alívio super.
[00:57:53.400 --> 00:57:54.400]   Não vai ter um alívio super.
[00:57:54.400 --> 00:57:55.400]   Não vai ter um alívio super.
[00:57:55.400 --> 00:57:56.400]   Não vai ter um alívio super.
[00:57:56.400 --> 00:57:57.400]   Não vai ter um alívio super.
[00:57:57.400 --> 00:57:58.400]   Não vai ter um alívio super.
[00:57:58.400 --> 00:57:59.400]   Não vai ter um alívio super.
[00:57:59.400 --> 00:58:00.400]   Não vai ter um alívio super.
[00:58:00.400 --> 00:58:01.400]   Não vai ter um alívio super.
[00:58:01.400 --> 00:58:02.400]   Não vai ter um alívio super.
[00:58:02.400 --> 00:58:03.400]   Não vai ter um alívio super.
[00:58:03.400 --> 00:58:04.400]   Não vai ter um alívio super.
[00:58:04.400 --> 00:58:05.400]   Não vai ter um alívio super.
[00:58:05.400 --> 00:58:06.400]   Não vai ter um alívio super.
[00:58:06.400 --> 00:58:07.400]   Não vai ter um alívio super.
[00:58:07.400 --> 00:58:08.400]   Não vai ter um alívio super.
[00:58:08.400 --> 00:58:09.400]   Não vai ter um alívio super.
[00:58:09.400 --> 00:58:10.400]   Não vai ter um alívio super.
[00:58:10.400 --> 00:58:11.400]   Não vai ter um alívio super.
[00:58:11.400 --> 00:58:12.400]   Não vai ter um alívio super.
[00:58:12.400 --> 00:58:13.400]   Não vai ter um alívio super.
[00:58:13.400 --> 00:58:14.400]   Não vai ter um alívio super.
[00:58:14.400 --> 00:58:15.400]   Um alívio super.
[00:58:15.400 --> 00:58:16.400]   Um alívio super.
[00:58:16.400 --> 00:58:17.400]   Um alívio super.
[00:58:17.400 --> 00:58:19.400]   Um alívio super.
[00:58:19.400 --> 00:58:20.400]   Um alívio super.
[00:58:20.400 --> 00:58:21.400]   Um alívio super.
[00:58:21.400 --> 00:58:22.400]   Um alívio super.
[00:58:22.400 --> 00:58:26.400]   um alívio super.
[00:58:26.400 --> 00:58:30.400]   Um alívio super.

